year,country,iso_a0,region,cases,RISc,risc_intensity,access_to_electricity_percent_of_population,forest_area_percent_of_land_area,gini_index,individuals_using_the_internet_percent_of_population,life_expectancy_at_birth_total_years,people_using_safely_managed_drinking_water_services_percent_of_population,gdp_per_capita_ppp_constant_2021_international,population_ages_0_14_percent_of_total_population,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,fixed_broadband_subscriptions_per_100_people,average_precipitation_in_depth_mm_per_year,international_tourism_number_of_arrivals,international_tourism_number_of_departures,multidimensional_poverty_headcount_ratio_world_bank_percent_of_population,urban_population_percent_of_total_population,population_total,land_area_sqkm,temp_anomaly,precip_anomaly,conflict_intensity,type_of_conflict,previous_risc
2009,Dominican Republic,DOM,Caribbean,7297,-0.040202755,expected,97.85776,42.70451252,48.9,27.72,71.871,43.47217862,13954.82709,31.04959121,4.7,3.25513,1410,4489000,415000,NA,72.542,9695265,48310,-0.039778996,-9.96E-05,0,NA,-0.577458213
2010,Dominican Republic,DOM,Caribbean,11060,0.37095452,expected,98.145414,42.91285448,47.3,31.4,72.093,43.63473829,14921.1269,30.6531874,3.9,3.97656,1410,4478000,401000,6.2,73.753,9820175,48310,0.256194782,0.000716848,0,NA,-0.040202755
2011,Dominican Republic,DOM,Caribbean,2232,-1.222488127,low,97.898872,43.03924653,47.7,38,72.221,43.77853347,15189.80736,30.28463397,4.1,4.26237,1410,4654000,408000,6.5,74.827,9945621,48310,-0.123362192,0.00041369,0,NA,0.37095452
2012,Dominican Republic,DOM,Caribbean,9549,0.239230505,expected,97.86705,43.16563858,46.1,42.32,72.514,43.90859449,15404.80218,29.94154303,3.8,4.80244,1410,4901000,418000,5.9,75.802,10070411,48310,-0.051920859,0.000499803,0,NA,-1.222488127
2013,Dominican Republic,DOM,Caribbean,16503,0.803826192,high,98.385853,43.29203064,47.7,45.9,72.713,44.03399259,15955.13331,29.63295646,3,5.1669,1410,5114000,392000,5.1,76.749,10193833,48310,0.100407314,-0.00024587,0,NA,0.239230505
2014,Dominican Republic,DOM,Caribbean,6274,-0.135348687,expected,98.470979,43.41842269,44.3,49.58,72.867,44.15502209,16872.29523,29.33779675,3.4,5.81644,1410,5576000,427000,5.1,77.67,10315528,48310,0.269957097,-0.000708185,0,NA,0.803826192
2015,Dominican Republic,DOM,Caribbean,17048,0.895488067,high,98.560364,43.54481474,45.2,54.21576634,72.953,44.27185541,17826.54876,29.03164302,2.5,6.57516,1410,6129000,478000,4.1,78.566,10434829,48310,0.575484784,-0.00079565,0,NA,-0.135348687
2016,Dominican Republic,DOM,Caribbean,6645,-0.018275159,expected,98.9,43.71227489,45.7,63.87086474,72.987,44.38441654,18793.74626,28.72757268,2,7.21471,1410,6769000,5.00E+05,3.5,79.436,10551430,48310,0.394933256,0.000572208,0,NA,0.895488067
2017,Dominican Republic,DOM,Caribbean,1367,-1.587182262,low,100,43.87973504,42.2,67.57124533,73.063,44.49237681,19449.7377,28.43836396,1,7.69279,1410,7296000,522000,2.8,80.277,10666843,48310,0.261870098,0.000716222,0,NA,-0.018275159
2018,Dominican Republic,DOM,Caribbean,1602,-1.447335889,low,98.9,44.0471952,43.7,74.82204836,73.232,44.5939614,20579.19366,28.16427857,0.8,7.98202,1410,7551000,514000,2.4,81.074,10782053,48310,0.189973704,-0.000495796,0,NA,-1.587182262
2019,Dominican Republic,DOM,Caribbean,20323,1.042512166,high,99,44.93930277,41.9,79.71545398,73.577,44.68936087,21387.73613,27.89685976,0.8,8.5357,1410,7550000,532000,2.4,81.828,10894043,48198.02,0.516763719,-0.000498953,0,NA,-1.447335889
2020,Dominican Republic,DOM,Caribbean,3964,-0.668171646,low,100,45.10950748,39.6,82.19830578,72.889,44.77878551,19736.80423,27.62336775,1,9.37345,1410,2748000,210000,2.9,82.54,11008300,48198.02,0.641339652,-0.00018121,0,NA,1.042512166
2021,Dominican Republic,DOM,Caribbean,3746,-0.83729003,low,98.1,45.27971219,38.5,85.24298638,NA,44.86265823,21923.30194,27.35962052,0.9,10.3195,1410,NA,NA,1.8,83.213,11123476,48198.02,0.240390174,-0.000420278,0,NA,-0.668171646
2022,Dominican Republic,DOM,Caribbean,10784,0.076938492,expected,NA,NA,37,NA,NA,44.94117681,22761.26668,27.10820664,0.8,10.6744,NA,NA,NA,2,83.848,11230734,48198.02,0.229202938,-0.000343938,0,NA,-0.83729003
2023,Dominican Republic,DOM,Caribbean,28737,0.904794701,high,NA,NA,NA,NA,NA,NA,23084.4568,26.82840711,NA,11.1346,NA,NA,NA,NA,84.446,11331265,NA,0.905849489,-0.000246947,0,NA,0.076938492
1990,Ecuador,ECU,South America,94,-1.818408165,low,NA,52.85439243,NA,0,69.348,NA,9114.354263,38.67848663,NA,NA,2274,NA,NA,NA,55.09,10473673,276840,-0.131816477,-0.000929669,0,NA,NA
1991,Ecuador,ECU,South America,137,-1.8825755,low,NA,52.52867721,NA,0,69.625,NA,9295.166429,38.34069371,NA,NA,2274,NA,NA,NA,55.709,10702380,276840,0.112063159,0.000632349,0,NA,-1.818408165
1992,Ecuador,ECU,South America,9015,1.875147208,high,NA,52.202962,NA,0.005118035,70.117,NA,9293.46153,38.02353022,NA,NA,2274,NA,NA,NA,56.226,10930128,276840,-0.23152122,-0.000113839,0,NA,-1.8825755
1993,Ecuador,ECU,South America,8145,1.381305918,high,NA,51.87724679,NA,0.016400751,70.345,NA,9290.75217,37.72460711,NA,NA,2274,NA,NA,NA,56.74,11154274,276840,-0.267389388,-2.79E-05,0,NA,1.875147208
1994,Ecuador,ECU,South America,6607,0.824731316,high,NA,51.55153157,53.4,0.034833586,70.757,NA,9503.002378,37.42952727,17.1,NA,2274,NA,NA,NA,57.254,11372197,276840,-0.216412316,-0.000650644,0,NA,1.381305918
1995,Ecuador,ECU,South America,5189,0.290704989,expected,89.830167,51.22581636,51,0.043833641,71.041,NA,9537.178942,37.12834616,13.8,NA,2274,440000,271000,NA,57.766,11590514,276840,-0.5434061,-0.000228682,0,NA,0.824731316
1996,Ecuador,ECU,South America,3871,-0.23065947,expected,92.05137634,50.90010114,NA,0.086161276,71.362,NA,9526.391528,36.81765986,NA,NA,2274,494000,275000,NA,58.277,11810950,276840,-0.646787257,-0.000276622,0,NA,0.290704989
1997,Ecuador,ECU,South America,4606,-0.23182259,expected,92.4298172,50.57438593,NA,0.110217959,71.681,NA,9762.407842,36.49726763,NA,NA,2274,529000,321000,NA,58.785,12031127,276840,0.389494806,0.005012721,0,NA,-0.23065947
1998,Ecuador,ECU,South America,2901,-0.818445131,low,92.726642,56.01079884,49.7,0.125272771,72.045,NA,9906.231936,36.16706846,15.7,NA,2274,511000,330000,NA,59.291,12251184,248360,-0.750935168,0.000401453,0,NA,-0.23182259
1999,Ecuador,ECU,South America,22934,1.168219304,high,93.071434,55.64773313,58.6,0.823371634,72.463,NA,9275.287817,35.82228506,21.8,NA,2274,518000,386000,NA,59.796,12470795,248360,-1.00780051,-0.000151809,0,NA,-0.818445131
2000,Ecuador,ECU,South America,10864,0.377039168,expected,93.69752502,55.28466742,56.4,1.462188536,72.839,58.20304855,9217.294923,35.45410065,28.2,NA,2087,627000,520000,NA,60.299,12689206,248360,-0.92302093,0.000197087,0,NA,1.168219304
2001,Ecuador,ECU,South America,5675,-0.288196315,expected,93.97002411,55.00188839,NA,2.670443674,73.24,58.7580238,9441.23576,35.05736747,NA,0.0203164,2274,641000,562000,NA,60.799,12910740,248360,-0.587312629,-0.000346859,0,NA,0.377039168
2002,Ecuador,ECU,South America,9903,0.26866099,expected,94.23397064,54.71910936,NA,4.260796915,73.613,59.26656039,9735.909611,34.63688779,NA,0.0494654,2274,683000,627000,NA,61.118,13138472,248360,-0.564974239,-0.000340725,0,NA,-0.288196315
2003,Ecuador,ECU,South America,6101,-0.206937653,expected,94.973044,54.43633033,53.5,4.460228345,73.975,59.74421018,9843.102509,34.20100293,14.8,0.0517188,2274,761000,613000,NA,61.316,13372306,248360,-0.508794875,-0.000852672,0,NA,0.26866099
2004,Ecuador,ECU,South America,11797,0.455588317,expected,94.76426697,54.1535513,53.9,4.834442638,74.279,60.22144242,10334.27664,33.75667572,15.1,0.0853865,2274,819000,603000,NA,61.514,13608701,248360,0.095154672,-0.001309711,0,NA,-0.206937653
2005,Ecuador,ECU,South America,5871,-0.252513362,expected,95.83265,53.87077227,53.1,5.994255161,74.514,60.69800717,10705.96698,33.30871583,11.8,0.193454,2274,860000,664000,NA,61.711,13846163,248360,0.00783498,-0.001199732,0,NA,0.455588317
2006,Ecuador,ECU,South America,10253,0.276665313,expected,96.315259,53.58799324,52.3,7.2,74.689,61.17390575,10980.11114,32.85997424,8.2,0.326562,2274,841000,733000,NA,61.907,14086131,248360,0.23720176,-0.000499314,0,NA,-0.252513362
2007,Ecuador,ECU,South America,1879,-1.466740827,low,96.812618,53.30521421,53.4,10.8,74.844,61.64963818,10998.40001,32.41806994,8.5,0.697896,2274,937000,801000,NA,62.104,14328773,248360,-0.203827948,-0.000489828,0,NA,0.276665313
2008,Ecuador,ECU,South America,4400,-0.683982289,low,97.206576,53.02243517,49.8,18.8,74.983,62.12471283,11522.38826,31.98806605,7.5,1.0703,2274,1005000,815000,NA,62.3,14575202,248360,0.118820418,-0.000391332,0,NA,-1.466740827
2009,Ecuador,ECU,South America,17516,0.612578867,high,96.470862,52.73965614,48.5,24.6,75.184,62.59912447,11453.76158,31.56900815,7.3,1.6271,2274,968000,814000,NA,62.495,14825954,248360,0.692375888,-0.000257002,0,NA,-0.683982289
2010,Ecuador,ECU,South America,7567,-0.321373218,expected,97.462142,52.45687711,48.8,29.03,75.43,63.07312561,11719.05254,31.16183566,5.7,1.46796,2274,1047000,899000,6.8,62.69,15076695,248360,0.140387286,-0.001037363,0,NA,0.612578867
2011,Ecuador,ECU,South America,19367,0.52039211,high,96.872699,52.28856499,45.9,31.36680836,75.743,63.5385152,12505.97285,30.76892762,4.7,4.29932,2274,1141000,1022000,5.8,62.851,15326227,248360,0.120379994,0.000537993,0,NA,-0.321373218
2012,Ecuador,ECU,South America,11662,-0.080265138,expected,97.194929,52.12025286,46.1,35.13514645,76.062,63.99779793,13018.90831,30.37477744,4.5,5.41802,2274,1272000,1022000,5.5,62.988,15572194,248360,0.245543867,-0.000459142,0,NA,0.52039211
2013,Ecuador,ECU,South America,15531,0.123353761,expected,98.034674,51.95194073,46.9,40.27912194,76.369,64.4567911,13745.47157,29.95234462,3.2,6.69605,2274,1364000,1138000,4.1,63.125,15807128,248360,0.155766556,-0.000377104,0,NA,-0.080265138
2014,Ecuador,ECU,South America,35762,0.894357025,high,98.976067,51.7836286,45,45.59039067,76.622,64.91525644,14115.38732,29.49566217,2.6,8.2296,2274,1695000,1096000,3.2,63.261,16035124,248360,0.454751719,6.88E-05,0,NA,0.123353761
2015,Ecuador,ECU,South America,17147,0.117626588,expected,98.825883,51.61531648,46,48.94043379,76.789,65.37367358,13924.68765,29.01546021,3.4,9.14528,2274,1676000,1221000,4,63.398,16266225,248360,1.165671735,0.000562308,0,NA,0.894357025
2016,Ecuador,ECU,South America,13096,-0.180895341,expected,98.7,51.3565389,45,54.06292473,76.763,65.83156109,13623.90731,28.52009038,3.6,9.75203,2274,1569000,1366000,4.2,63.534,16505139,248360,0.617481142,0.000868296,0,NA,0.117626588
2017,Ecuador,ECU,South America,4014,-1.386237953,low,99.2,51.09776131,44.7,55.8,76.972,66.18117227,14214.77889,28.01671072,3.2,10.6125,2274,1806000,1347000,3.7,63.67,16759519,248360,0.317315012,4.23E-05,0,NA,-0.180895341
2018,Ecuador,ECU,South America,5819,-1.046167473,low,98.7,50.83898373,45.4,57.5,77.094,66.39469848,14094.17937,27.46796975,3.3,11.4584,2274,2535000,1402000,3.8,63.821,17049547,248360,0.571166425,0.000922917,0,NA,-1.386237953
2019,Ecuador,ECU,South America,23793,0.319592508,expected,99.09,50.58020615,45.7,59.2,77.297,66.60985713,13850.4502,26.92714412,3.6,12.0672,2274,2108000,1515000,4.2,63.986,17340021,248360,0.649108638,-0.000457972,0,NA,-1.046167473
2020,Ecuador,ECU,South America,14499,-0.221924921,expected,98.85,50.32142857,47.3,70.7,72.153,66.8266653,12394.9733,26.48996903,6.5,13.5147,2274,NA,NA,7.1,64.166,17546065,248360,0.361664523,0.000222007,0,NA,0.319592508
2021,Ecuador,ECU,South America,18249,-0.051934784,expected,100,50.06265099,45.8,76.20289766,NA,67.04490248,13452.00877,26.09764376,3.6,14.0284,2274,NA,NA,4.3,64.361,17682454,248360,0.324473927,-0.000404832,0,NA,-0.221924921
2022,Ecuador,ECU,South America,15596,-0.288520214,expected,NA,NA,45.5,69.71811352,NA,67.08951177,14122.87532,25.69309761,3.2,15.1129,NA,NA,NA,4,64.57,17823897,248360,0.489909559,-0.000124124,0,NA,-0.051934784
2023,Ecuador,ECU,South America,59105,0.955050077,high,NA,NA,NA,NA,NA,NA,14304.92185,25.28684229,3.8,16.0679,NA,NA,NA,4.7,64.792,17980083,NA,1.479948113,-0.000595845,0,NA,-0.288520214
1990,Fiji,FJI,Oceania,65,0.493878165,expected,NA,51.43349754,NA,0,65.508,NA,8052.810165,39.09895827,NA,NA,2592,NA,NA,NA,41.611,773316,18270,-0.14735117,0.000223578,0,NA,NA
1991,Fiji,FJI,Oceania,358,2.353288227,high,NA,51.79901478,NA,0,65.643,NA,7791.436546,38.96228747,NA,NA,2592,NA,NA,NA,42.381,779656,18270,-0.3334294,-0.001427294,0,NA,0.493878165
1992,Fiji,FJI,Oceania,39,0.28471969,expected,NA,52.16453202,NA,0,65.827,NA,8245.41873,38.74629301,NA,NA,2592,NA,NA,NA,43.156,785346,18270,-0.490214729,-0.00070425,0,NA,2.353288227
1993,Fiji,FJI,Oceania,0,-3.0549383,low,NA,52.53004926,NA,0.006678447,65.928,NA,8396.090785,38.43602085,NA,NA,2592,NA,NA,NA,43.933,790369,18270,-0.688396676,-0.001176072,0,NA,0.28471969
1994,Fiji,FJI,Oceania,27,0.136236994,expected,NA,52.8955665,NA,0.007907399,66.125,NA,8806.381754,38.04111894,NA,NA,2592,NA,NA,NA,44.713,794771,18270,-0.630633577,-0.001794698,0,NA,-3.0549383
1995,Fiji,FJI,Oceania,2,-2.012068818,low,NA,53.26108374,NA,0.009115343,66.286,NA,9010.100191,37.58403324,NA,NA,2592,476000,68000,NA,45.496,798746,18270,-0.133947436,-0.000533727,0,NA,0.136236994
1996,Fiji,FJI,Oceania,0,-3.03995918,low,66.9,53.62660099,NA,0.064437142,66.408,NA,9391.705388,37.07843375,NA,NA,2592,534000,72000,NA,46.282,803789,18270,-0.180135155,0.000587633,0,NA,-2.012068818
1997,Fiji,FJI,Oceania,24780,7.085619711,high,71.77151489,53.99211823,NA,0.223454842,66.448,NA,9093.370847,36.49847372,NA,NA,2592,547000,74000,NA,46.732,812139,18270,-0.354895337,-0.002692601,0,NA,-3.03995918
1998,Fiji,FJI,Oceania,430,3.097965446,high,73.08958435,54.35763547,NA,0.633167865,66.68,NA,9105.486146,35.87074105,NA,NA,2592,499000,78000,NA,47.123,822258,18270,-0.104287052,0.000250527,0,NA,7.085619711
1999,Fiji,FJI,Oceania,14,-0.251199029,expected,74.40281677,54.72315271,NA,0.942462063,66.763,NA,9792.773029,35.25521255,NA,NA,2592,544000,89000,NA,47.515,831828,18270,0.113903936,0.001270446,0,NA,3.097965446
2000,Fiji,FJI,Oceania,3,-1.406588378,low,76.78005219,55.08866995,NA,1.496854734,66.31,39.23305043,9521.223122,34.67724354,NA,NA,2592,434000,83000,NA,47.908,840909,18270,-0.041407013,0.000345346,0,NA,-0.251199029
2001,Fiji,FJI,Oceania,0,-2.602300308,low,77.74137878,55.45413246,NA,1.857978594,66.34,39.3319457,9609.939179,34.16726097,NA,NA,2592,446000,85000,NA,48.3,849596,18270,0.264714177,-0.000510993,0,NA,-1.406588378
2002,Fiji,FJI,Oceania,16,-0.006647442,expected,79.63,55.81959496,38.1,6.1526497,65.748,39.43083916,9817.441352,33.70853809,1.7,NA,2592,461000,99000,NA,48.692,858049,18270,0.027518527,-0.000668267,0,NA,-2.602300308
2003,Fiji,FJI,Oceania,2,-1.897724019,low,80,56.18505747,NA,6.725434738,66.177,39.53001965,9818.401064,33.27789464,NA,NA,2592,451000,104000,NA,49.085,866286,18270,-0.260265573,-0.000864082,0,NA,-0.006647442
2004,Fiji,FJI,Oceania,0,-3.13114696,low,80.60211182,56.55051998,NA,7.412943485,66.424,39.62956396,10238.716,32.87490575,NA,NA,2592,513000,94000,NA,49.479,874366,18270,-0.017179712,-0.000887939,0,NA,-1.897724019
2005,Fiji,FJI,Oceania,25,-0.215843691,expected,81.57129669,56.91598248,NA,8.453636634,66.632,39.72871609,10213.41375,32.48261134,NA,0.79331,2592,547000,109000,NA,49.871,882379,18270,0.040727393,-0.000392123,0,NA,-3.13114696
2006,Fiji,FJI,Oceania,100,0.803402276,high,82.55973816,57.28144499,NA,9.6000384,66.855,39.82823102,10306.49173,32.10904298,NA,0.954665,2592,NA,121000,NA,50.264,890365,18270,-0.021046225,8.53E-06,0,NA,-0.215843691
2007,Fiji,FJI,Oceania,1895,3.343162928,high,88.9,57.6469075,NA,10.89783105,66.826,39.92785974,10132.02235,31.76799364,NA,1.28086,2592,542000,120000,NA,50.657,897832,18270,0.31067524,0.002074234,0,NA,0.803402276
2008,Fiji,FJI,Oceania,374,1.305349581,high,86.16,58.01237001,40.4,13,66.935,40.0519007,10167.22458,31.49324128,1,1.44244,2592,627000,124000,NA,51.146,903399,18270,0.219958242,0.000398045,0,NA,3.343162928
2009,Fiji,FJI,Oceania,8,-2.817106034,low,85.63540649,58.37783251,NA,17,67.089,40.18190686,9974.557686,31.27817547,NA,1.41418,2592,605000,125000,NA,51.658,907239,18270,-0.141814295,-0.001269899,0,NA,1.305349581
2010,Fiji,FJI,Oceania,88,-0.990762775,low,92.40225983,58.74329502,NA,20,67.328,40.31231136,10226.32047,31.06412666,NA,2.55377,2592,692000,128000,NA,52.171,910419,18270,0.129374758,0.001062436,0,NA,-2.817106034
2011,Fiji,FJI,Oceania,1777,1.606037287,high,92.50089264,59.10870279,NA,28,67.523,40.44261086,10466.11859,30.84082261,NA,2.54658,2592,734000,132000,NA,52.683,912989,18270,-0.096707567,0.002423909,0,NA,-0.990762775
2012,Fiji,FJI,Oceania,355,-0.374878649,expected,92.61576843,59.47411056,NA,33.74235675,67.552,40.57330858,10582.32685,30.63577661,NA,1.47729,2592,741000,132000,NA,53.196,914918,18270,0.234360472,0.000791137,0,NA,1.606037287
2013,Fiji,FJI,Oceania,5244,1.987179088,high,91.75,59.83951834,36.7,35.2,67.428,40.70339247,11054.27,30.47660909,0.4,1.19245,2592,769000,NA,0.6,53.706,916352,18270,0.123996989,-0.000430577,0,NA,-0.374878649
2014,Fiji,FJI,Oceania,1244,0.271971832,expected,92.95378113,60.20492611,NA,37.4,67.376,40.83361828,11646.83265,30.3472738,NA,1.35432,2592,781000,NA,NA,54.216,917585,18270,-0.167950058,-0.00118537,0,NA,1.987179088
2015,Fiji,FJI,Oceania,800,-0.399925753,expected,93.17709351,60.57033388,NA,42.5,66.844,40.96399284,12149.31743,30.22803096,NA,1.38627,2592,869000,NA,NA,54.726,918578,18270,0.006584104,-0.000982033,0,NA,0.271971832
2016,Fiji,FJI,Oceania,2013,0.327159338,expected,93.41593933,60.93596059,NA,49.42,67.24,41.09425656,12430.57716,30.09355696,NA,1.34165,2592,963000,156000,NA,55.235,919166,18270,0.336188253,0.001094669,0,NA,-0.399925753
2017,Fiji,FJI,Oceania,5629,1.186530317,high,96,61.3015873,NA,65.78,67.79,41.22415871,13086.79727,29.91354363,NA,1.3208,2592,1027000,169000,NA,55.742,918759,18270,0.349175231,0.000752883,0,NA,0.327159338
2018,Fiji,FJI,Oceania,3152,0.450153755,expected,95.0606308,61.66721401,NA,68.9,67.81,41.35394899,13586.05196,29.69000953,NA,2.08214,2592,1058000,174000,NA,56.248,917180,18270,0.407778358,0.001230658,0,NA,1.186530317
2019,Fiji,FJI,Oceania,2364,0.005806004,expected,96.09404755,62.03284072,30.7,77.18669679,67.893,41.48286371,13514.99334,29.44038665,1.3,2.34496,2592,969000,174000,1.6,56.75,914899,18270,0.505664603,0.000869801,0,NA,0.450153755
2020,Fiji,FJI,Oceania,56,-3.88415368,low,97.12664032,62.39846743,NA,84.8767809,67.924,41.61064922,11188.21687,29.1867752,NA,2.52054,2592,168000,NA,NA,57.247,914963,18270,0.591689523,0.002359673,0,NA,0.005806004
2021,Fiji,FJI,Oceania,5924,0.561877357,high,92.1,62.76409414,NA,87.65996651,NA,41.73755481,10593.91273,28.91269233,NA,2.51573,2592,NA,NA,NA,57.74,916711,18270,0.634592946,0.001741708,0,NA,-3.88415368
2022,Fiji,FJI,Oceania,9912,0.859966416,high,NA,NA,NA,NA,NA,41.86358122,12643.93179,28.60918769,NA,2.53377,NA,NA,NA,NA,58.229,919422,18270,0.723841286,0.00048104,0,NA,0.561877357
2023,Fiji,FJI,Oceania,5255,-0.002260139,expected,NA,NA,NA,NA,NA,NA,13562.38076,28.29409783,NA,NA,NA,NA,NA,NA,58.713,924145,NA,0.716047859,0.001229688,0,NA,0.859966416
1990,Grenada,GRD,Caribbean,3,0.954518024,high,NA,52.05882353,NA,0,70.683,NA,8971.034368,36.99809181,NA,NA,2350,NA,NA,NA,33.427,99957,340,-0.364167902,-0.000421529,0,NA,NA
1991,Grenada,GRD,Caribbean,1,-0.210499367,expected,NA,52.05882353,NA,0,70.974,NA,9030.507472,36.84416287,NA,NA,2350,NA,NA,NA,33.503,100793,340,-0.516237153,-0.000254643,0,NA,0.954518024
1992,Grenada,GRD,Caribbean,1,-0.496969829,expected,NA,52.05882353,NA,0,71.291,NA,8840.040182,36.58699525,NA,NA,2350,NA,NA,NA,33.744,101602,340,-0.351394547,-0.000517112,0,NA,-0.210499367
1993,Grenada,GRD,Caribbean,1,-1.157832776,low,NA,52.05882353,NA,0,71.576,NA,8570.772759,36.40247423,NA,NA,2350,NA,NA,NA,33.985,102382,340,-0.308088356,-0.000440359,0,NA,-0.496969829
1994,Grenada,GRD,Caribbean,0,-2.645629539,low,NA,52.05882353,NA,0,71.786,NA,8631.361214,36.24847345,NA,NA,2350,NA,NA,NA,34.227,103138,340,-0.475025389,-0.000873284,0,NA,-1.157832776
1995,Grenada,GRD,Caribbean,73,2.721954153,high,NA,52.05882353,NA,0,72.109,NA,8740.108791,35.99846243,NA,NA,2350,369000,NA,NA,34.47,103869,340,-0.055730555,-0.000198743,0,NA,-2.645629539
1996,Grenada,GRD,Caribbean,6,0.019434753,expected,NA,52.05882353,NA,0.298032982,72.331,NA,9059.585255,35.67296641,NA,NA,2350,386000,NA,NA,34.714,104584,340,-0.1877523,4.26E-05,0,NA,2.721954153
1997,Grenada,GRD,Caribbean,22,0.999031151,high,NA,52.05882353,NA,0.990883868,72.568,NA,9450.601301,35.27762119,NA,NA,2350,368000,NA,NA,34.959,105293,340,-0.087197516,-0.000605698,0,NA,0.019434753
1998,Grenada,GRD,Caribbean,4,-0.682737522,low,85.04,52.05882353,NA,1.484854484,72.805,NA,10496.63736,34.71421846,NA,NA,2350,392000,NA,NA,35.204,106009,340,0.315230793,0.000465027,0,NA,0.999031151
1999,Grenada,GRD,Caribbean,85,2.038736669,high,85.52946472,52.05882353,NA,2.473166147,72.903,NA,11155.29326,34.03605012,NA,NA,2350,379000,NA,NA,35.45,106727,340,-0.122734123,0.000142168,0,NA,-0.682737522
2000,Grenada,GRD,Caribbean,27,0.799112707,high,85.96340179,52.05882353,NA,4.063907991,72.783,78.71872508,11634.23167,33.27267481,NA,NA,2350,316000,NA,NA,35.698,107451,340,-0.346070978,0.000228456,0,NA,2.038736669
2001,Grenada,GRD,Caribbean,12,-0.03176383,expected,86.27700806,52.05882353,NA,5.128103982,73.118,79.61002488,11345.54067,32.36655225,NA,NA,2350,277000,NA,NA,35.919,107987,340,-0.243643019,-2.88E-05,0,NA,0.799112707
2002,Grenada,GRD,Caribbean,81,1.813848927,high,86.5820694,52.05882353,NA,14.75884055,73.167,80.50477839,11703.53666,31.23411961,NA,0.519354,2350,271000,NA,NA,35.913,108404,340,-0.042495781,-0.000239387,0,NA,-0.03176383
2003,Grenada,GRD,Caribbean,17,0.235205668,expected,86.88559723,52.05882353,NA,18.64518218,73.188,81.40298562,12751.18864,30.05103918,NA,NA,2350,294000,NA,NA,35.907,108884,340,0.018598186,-8.63E-05,0,NA,1.813848927
2004,Grenada,GRD,Caribbean,7,-0.648355923,low,87.19458008,52.05882353,NA,19.57062058,71.788,82.30464658,12578.86463,28.9764556,NA,0.557065,2350,370000,NA,NA,35.901,109323,340,0.015532917,0.000822503,0,NA,0.235205668
2005,Grenada,GRD,Caribbean,0,-2.74997665,low,87.51604462,52.05882353,NA,20.48780488,73.521,83.20976125,14153.48173,27.97144762,NA,2.93619,2350,380000,NA,NA,35.895,109734,340,0.446939733,0.001349976,0,NA,-0.648355923
2006,Grenada,GRD,Caribbean,22,0.285796142,expected,87.85675812,52.05882353,NA,21.39599117,73.7,84.11832965,13498.14176,27.07905359,NA,5.03382,2350,342000,NA,NA,35.889,110135,340,0.138122029,-4.53E-05,0,NA,-2.74997665
2007,Grenada,GRD,Caribbean,0,-2.842773463,low,88.21831512,52.05882353,NA,22.29,74.317,85.03035176,14230.20023,26.31696718,NA,6.87646,2350,406000,NA,NA,35.883,110522,340,0.120525466,0.000239063,0,NA,0.285796142
2008,Grenada,GRD,Caribbean,6,-1.236316226,low,90,52.05882353,NA,23.18,74.656,85.94093169,14268.86865,25.68401961,NA,8.07423,2350,428000,NA,NA,35.877,110896,340,-0.13767502,0.000220177,0,NA,-2.842773463
2009,Grenada,GRD,Caribbean,23,-0.211569116,expected,88.98926544,52.05882353,NA,24.05,75.036,86.83960644,13234.50998,25.16611552,NA,11.1196,2350,460000,NA,NA,35.871,111254,340,0.081621912,-0.000353488,0,NA,-1.236316226
2010,Grenada,GRD,Caribbean,253,1.944751201,high,89.39098358,52.05882353,NA,27,74.999,87.74163632,13075.64944,24.74153579,NA,12.938,2350,445000,NA,NA,35.865,111586,340,0.498825179,0.000920899,0,NA,-0.211569116
